Price,Close,High,Low,Open,Volume
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
Datetime,,,,,
2026-03-03 08:15:00+00:00,68062.078125,68062.078125,67982.125,67982.125,0
2026-03-03 08:20:00+00:00,67940.8671875,67940.8671875,67880.078125,67880.078125,0
2026-03-03 08:25:00+00:00,67798.5,67829.4296875,67768.03125,67768.03125,148549632
2026-03-03 08:30:00+00:00,67614.921875,67755.5625,67614.921875,67755.5625,242642944
2026-03-03 08:35:00+00:00,67557.328125,67727.59375,67557.328125,67618.265625,0
2026-03-03 08:40:00+00:00,67360.7734375,67517.203125,67360.7734375,67517.203125,135233536
2026-03-03 08:45:00+00:00,67262.3984375,67332.4609375,67220.2734375,67332.4609375,152997888
2026-03-03 08:50:00+00:00,67112.34375,67165.375,67095.3984375,67165.375,189222912
2026-03-03 08:55:00+00:00,66989.2109375,66989.2109375,66930.7265625,66988.15625,0
2026-03-03 09:00:00+00:00,67009.828125,67061.453125,66983.265625,66983.265625,424341504
2026-03-03 09:05:00+00:00,67055.171875,67055.171875,66992.1796875,66994.109375,134213632
2026-03-03 09:10:00+00:00,67067.1953125,67107.046875,67066.4296875,67107.046875,180568064
2026-03-03 09:15:00+00:00,67091.3203125,67101.90625,67061.6796875,67099.828125,158498816
2026-03-03 09:20:00+00:00,67017.6484375,67089.34375,67017.6484375,67089.34375,0
2026-03-03 09:25:00+00:00,66607.359375,66990.5625,66607.359375,66990.5625,0
2026-03-03 09:30:00+00:00,66596.6171875,66623.5703125,66401.0546875,66623.5703125,0
2026-03-03 09:35:00+00:00,66663.4140625,66663.4140625,66568.7890625,66617.4921875,524804096
2026-03-03 09:40:00+00:00,66544.4375,66587.859375,66542.1171875,66587.859375,26402816
2026-03-03 09:45:00+00:00,66473.5703125,66543.640625,66464.5390625,66543.640625,221184
2026-03-03 09:50:00+00:00,66528.1796875,66528.1796875,66409.625,66409.625,0
2026-03-03 09:55:00+00:00,66648.625,66648.625,66608.1484375,66608.1484375,0
2026-03-03 10:00:00+00:00,66542.3359375,66641.0,66538.703125,66641.0,322646016
2026-03-03 10:05:00+00:00,66529.734375,66630.4140625,66529.734375,66630.4140625,18235392
2026-03-03 10:10:00+00:00,66521.7578125,66521.7578125,66487.8984375,66506.234375,105488384
2026-03-03 10:15:00+00:00,66567.703125,66567.703125,66451.46875,66485.703125,0
2026-03-03 10:20:00+00:00,66671.6796875,66671.6796875,66531.890625,66531.890625,549191680
2026-03-03 10:25:00+00:00,66520.15625,66663.9296875,66520.15625,66663.9296875,73523200
2026-03-03 10:30:00+00:00,66534.421875,66534.421875,66502.6640625,66502.6640625,76451840
2026-03-03 10:35:00+00:00,66513.453125,66513.453125,66497.890625,66497.890625,59252736
2026-03-03 10:40:00+00:00,66640.9453125,66647.4453125,66491.9921875,66491.9921875,11243520
2026-03-03 10:45:00+00:00,66879.2890625,66879.2890625,66684.640625,66684.640625,0
2026-03-03 10:50:00+00:00,66800.796875,66866.6875,66799.6015625,66866.6875,153866240
2026-03-03 10:55:00+00:00,66712.203125,66748.7578125,66705.4296875,66748.7578125,5881856
2026-03-03 11:00:00+00:00,66978.8125,66978.8125,66826.53125,66834.5703125,97488896
